skill;check_line;backward_text
Deception;MATT: Make a deception check, with advantage.;It is-- It just gives you-- Is there a saving throw? Advantage to charisma rolls. Yeah, advantage to charisma rolls. If he’s not under attack or thinks he’s threatened. Oh, all right, cool. Advantage on charisma checks at one creature of your choice that isn't hostile towards you. Yeah. And he is not currently hostile towards you. So listen. Don't die for this. I will take this. Just walk ahead. This thing blew a hole in the side of that tower.
Stealth;MATT: Make another stealth check, because there's;The first was a one. As soon as you say that-- Oh, shit! Thank god for Friends. (stabbing sound) As soon as you say that blew the hole in the tower, you watch him take an instinctual step back. "Right. I'll go catch up." We've seen balls of fire take out half a city block. "Right." He darts ahead, looking over his shoulder as he starts to try and join up with the crowd. I turn into an alley. (pigeon cooing) Cover it up. Walk away. You can turn into an alley?
Stealth;happening. You make a stealth check. You're only;sky, just like 12, 13 feet up. Does that give me advantage? What spell is this? This is Silent Image. I can move it. I just can't make it make a sound. Yeah, so as it drifts up in the air, the guard goes, "Uh." Looks around. All the about 17 or so townsfolk had began to converge to look up at it. They're all like, "Ooh." They're all excited looking at it. It's definitely distracting the current group. The one guard there is like, "Go, back! Back!" to everybody. He's starting to look nervous, because he doesn't know why it's lifting up, and he's uncertain about what's
Intimidation;MATT: Make an intimidation check. With advantage.;And just keep going. I drop down in front of the kids Batman-style. Stay in school! Don't take my fucking line before I get a chance to say it! So sorry. I'm so sorry! Close, but different motive. So you land and they both go, "Ah!" Whatcha buying, kids? "Uh-- uh--" You know that shit will fucking kill you, right? Oh goddamn it.
Perception;light from the inside. Make a perception check,;it's a round on you, right? "Of course!" He tucks it away. "Thank you!" Okay, bye. All right, let's go. You feeling that double? No, why? Oh good. That's good. I just-- Damn, that was impressive. Yeah. Oh, my tolerance is like-- Beast mode? It's at an unhealthy level. Let's go. You want to go by Dolan's house? Yeah, let's see if those guys are there. Okay, as you guys quietly make your way towards Dolan's house, as you approach, there's no
Persuasion;MATT: Make a persuasion check.;"At this point, that doesn't even matter. We can't--" The Richter's gone! You have a chance to ascend to her seat! Wasn't that the plan? "Yes, but if there is any chance they can bring that back to us-- maybe we leave town for a "short time. Maybe just go." Stop. Don't be a coward in this moment. If you want to help this city, if you want to help make the empire better, you're going to have to stand strong. A little risk is going to come with this job, especially in that position. You knew the risk going into this, didn't you? To put your money and your lives at risk?
Investigation;MATT: Make an investigation check.;Dolan nods. "Okay. I'm good. Sorry, Horris, I don't need you for this. It would be stupid for "both of us, should anything go wrong, to be taken, swept up by this. Okay? Trust me." Are you in the house yet? Nope, I'm still out back. She's still out back. (whispers) Fjord? Are you dead? That's Beau. Horris rushes off and opens the back door. While all this was going on, can I do a quick little casing, intelligence to see if there's any thrown-away trash, burned evidence, or anything in the back?
Insight;MATT: Make an insight check.;Why do you say that, Horris? "I just didn't trust him. I mean, it took a while for us to be okay with each other, but he "was always on edge." He left us in charge of finding justice for his wife, and we intend to. "That's something." Seems like you all had your own individual motives for why you were part of the Knights of Requital. You sure yours was just because you wanted to be the High-Richter? "Anywhere I could help change the law of the town." Do I believe him?
Medicine;MATT: Make a medicine check.;sparse. You’ll see one guard walk past, but their numbers seem to have been ushered elsewhere in the city. So you make it down there and you take enough time that you eventually get the lock back open that you left. You head down into basement. It's exactly how you left it. This is the place. Are you with us? Yes, I am. This is the place I was talking to you about. The skeleton’s right over there. I say we put it behind the skeleton. I go take a look at this skeleton. I would like to try to ascertain how long this fucker has been here.
Medicine;MATT: Make a medicine check to see if you can;The skeleton’s right over there. I say we put it behind the skeleton. I go take a look at this skeleton. I would like to try to ascertain how long this fucker has been here. Make a medicine check. Yeah. Not great at all, like all my skill rolls. Seven. A seven? Hard to tell. I mean, just looking at the level of decomposition, it's been here a while. Do I get anything from it? Is it a normal human skeleton? "Do I get anything from it?" You creepy bastard.
