skill,backward_text,check_line,original_name
Athletics,"cherubim zoom towards Nadiya, and Salome launches her first rumal straight at Remy. So, I would like you– Cherubims! Why did it have to be cherubims? [someone snorts with laughter]"," Alright, I need you guys to roll to determine who’s going to go first. So what we’ll do is, roll your Fate die, and add your, uh, athletics bonus to it so I can decide who goes– so we can decide who goes first. ",Athletics
Athletics,"yeah, I'm just gonna do it. And then I imagine there's some sort of energy around my hand when I go in for this attack, right? Okay, yeah, like Ironfist."," Uh, I don’t know that I need to roll for the jump because my basic super agility lets me jump like two stories high. ",Jump
Performance,"right? [crosstalk] Yeah find out what Mary- wait, can we find out what Mary rolled before invoking things? Yeah you can keep adding onto it. So that’s a four, total."," Alright, Mary has rolled a one, but has four in crafts, so she has five. ",Craft
Athletics,"think we need to finish this. Um. I say, Remy Well this sure didn’t last very long. And I jump at Martine to try to interrupt this hostage situation. [", Awesome.] I mean if this thing is popping off we may as well do this. Uhhh I got a five on my athletics roll. ,Athletics
Intimidation,"it to Richard’s throat. [laughing slightly] Okay? Nadiya Martine, I think we’re done. Let’s say, let me think here for a second, gimme a second, I did not expect this.", Yeah I can roll to intimidate. ,Intimidate
Intimidation,"Okay? Nadiya Martine, I think we’re done. Let’s say, let me think here for a second, gimme a second, I did not expect this. Yeah I can roll to intimidate.", Do a roll to intimidate! ,Intimidate
Athletics,"her right arm into a baseball bat and clobbers her, trying to knock her unconscious. [laughing] Oh no! Well. It all ends up being uh, a plus two, not great."," Okay a plus two, and an athletics roll to defend… [dice roll] Ah it’s alright. It’s a minus four! [laughter] ",Athletics
Investigation,"stuff, if I’m being honest. And that’s… not great for us, I don’t think. Um, so. Do just a straight up and down investigation— what’s your Mind, ? Plus two."," Okay, so do an investigation roll plus Mind for me. ",Investigation
Persuasion,"said “silent as the grave” last week, gave me a hard time! Yeah, but like...I’m a ghost, so it’s like— [laughs] It resonates! So it’s hysterical. Those were his words."," J-man, give me a persuasion roll or something along those lines. Something you want to do. ",Persuasion
Persuasion,"ghost, so it’s like— [laughs] It resonates! So it’s hysterical. Those were his words. J-man, give me a persuasion roll or something along those lines. Something you want to do."," Mm, persuasion rolls. Mmm… ",Persuasion
Persuasion,"[laughs] It resonates! So it’s hysterical. Those were his words. J-man, give me a persuasion roll or something along those lines. Something you want to do. Mm, persuasion rolls. Mmm…", Do we have persuasion rolls? ,Persuasion
Perception,"seem reasonable. It’s kind of important, I feel like, for Errol in this situation to know if they’re packing heat. I don’t know if there’s a roll I can make.", Do you have like a perception roll you could do to see if maybe you like smell gunpowder? ,Perception
Investigation,"detect any blood on it though, is that just by looking at it? Yeah. If I went a little bit deeper. Mmkay. I guess I could roll Bloodhound on it."," I mean, even if you just wanted to go like, basic level investigate and check it out and look at it and just straight-up roll if you don’t want to do a corruption point. I mean you could— you’re not inept, you could do just kind of basic investigation. ",Investigation
Stealth,"lives alone. So you can feel pretty confident about using the key and whatnot without having to worry about repercussions. Well, I— still, we should be cautious, I feel like."," Well, yeah. You’re sneaking into somebody’s house. I was just giving you like, if this was like— if this was a Quest for Glory game, here’s what you know. This is a low stealth check, you know what I mean? ",Stealth
Perception,"wish we could do, the one thing that would be great about like, playing in a virtual environment - I don’t make up rolls, by the way, whole-cloth. Huh? Yeah."," I don’t make up rolls whole-cloth, it’s just like, if something is about to happen that would be particularly funny, like, I’ll sneak another roll in, to see if we can make it happen, cause that would be better to listen to, than like- ",Listen
Perception,"Okay. Yeah. [laughing] I lie about them being bad just for the comedy. Yeah, just keep it coming, funny. Perfect 20, perfect 20, perfect 20. [crosstalk] Uh, nat 20, yeah."," To answer like, how much of the game process I edit out - uhhhhh...I? Uh, a fair amount, like I don’t edit out like, when you guys do- you guys so rarely- how many fuckin perception checks have you guys done? Like when I play D&D I’m just- you heard it in the bonus episode, every time I walked into a room I’m like “Perception check, I’m not gonna walk into a fuckin bear trap, Perception check, Perception che-” ",Perception
Perception,"Okay. Yeah. [laughing] I lie about them being bad just for the comedy. Yeah, just keep it coming, funny. Perfect 20, perfect 20, perfect 20. [crosstalk] Uh, nat 20, yeah."," To answer like, how much of the game process I edit out - uhhhhh...I? Uh, a fair amount, like I don’t edit out like, when you guys do- you guys so rarely- how many fuckin perception checks have you guys done? Like when I play D&D I’m just- you heard it in the bonus episode, every time I walked into a room I’m like “Perception check, I’m not gonna walk into a fuckin bear trap, Perception check, Perception che-” ",Perception
Perception,"Okay. Yeah. [laughing] I lie about them being bad just for the comedy. Yeah, just keep it coming, funny. Perfect 20, perfect 20, perfect 20. [crosstalk] Uh, nat 20, yeah."," To answer like, how much of the game process I edit out - uhhhhh...I? Uh, a fair amount, like I don’t edit out like, when you guys do- you guys so rarely- how many fuckin perception checks have you guys done? Like when I play D&D I’m just- you heard it in the bonus episode, every time I walked into a room I’m like “Perception check, I’m not gonna walk into a fuckin bear trap, Perception check, Perception che-” ",Perception
Investigation,"I haven’t really thought of it that way but it’s a perfect- it’s a perfect sort of, uh, like it’s a perfect little capsule of what this show is-- Yeah."," --which is you guys- you could’ve rolled an insight check. Merle you could have used that- that earring that you bought in that first arc that gives you advantage on insight checks, to do an insight check on this dude to see if he’s on the level, offering you these drinks. You could've done an investigation check. You coulda done a nature check? To see if like, you could identify the poison in the- you didn’t do any of that, we just talked. Like I was doing a character, and you guys your characters, and we just talked, and in that conversation you came to the decision not to- not to-- [crosstalk] drink it. ",Investigation
Nature,"I haven’t really thought of it that way but it’s a perfect- it’s a perfect sort of, uh, like it’s a perfect little capsule of what this show is-- Yeah."," --which is you guys- you could’ve rolled an insight check. Merle you could have used that- that earring that you bought in that first arc that gives you advantage on insight checks, to do an insight check on this dude to see if he’s on the level, offering you these drinks. You could've done an investigation check. You coulda done a nature check? To see if like, you could identify the poison in the- you didn’t do any of that, we just talked. Like I was doing a character, and you guys your characters, and we just talked, and in that conversation you came to the decision not to- not to-- [crosstalk] drink it. ",Nature
